comment_id,product_category,comment_content,timestamp,user_id,user_age_range,user_gender,user_province,sentiment_label,comment_time
COMM_007277,食品,巧克力的包装漏了，里面的东西都洒了，联系客服也不处理，避雷！,1732789252,USER_A06EBC1A,18-25,女,西宁,负面,2024-11-28 18:20:52
COMM_005619,食品,酸奶的包装还不错，但口感一般，味道处于平均水平。,1729999826,USER_BF380766,18-25,男,北京,中性,2024-10-27 11:30:26
COMM_001828,电子产品,买的音箱用了30天，一点问题都没有，操作流畅，功能齐全，太满意了！,1757352837,USER_C357D00C,26-35,女,沈阳,正面,2025-09-09 01:33:57
COMM_003646,服装,买的卫衣线头超多，做工粗糙，颜色和图片相差太大，完全不值！,1756894641,USER_89032D9E,55+,女,石家庄,负面,2025-09-03 18:17:21
COMM_000672,电子产品,对比了好几款最终选了这款投影仪，果然没选错，使用感超棒，售后也很贴心！,1718676476,USER_A06DA672,46-55,女,长春,正面,2024-06-18 10:07:56
COMM_007515,美妆,散粉的质地还可以，但显色度一般，整体性价比中等。,1707026539,USER_C36483ED,36-45,未知,呼和浩特,中性,2024-02-04 14:02:19
COMM_004599,服装,牛仔裤的设计感十足，搭配什么都好看，质量也特别好，会回购！,1721472176,USER_96CB8D53,55+,男,深圳,正面,2024-07-20 18:42:56
COMM_000964,电子产品,鼠标的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1750729854,USER_630A4CBE,26-35,女,无锡,正面,2025-06-24 09:50:54
COMM_009074,美妆,口红的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1750618595,USER_DBCBA73F,36-45,未知,北京,正面,2025-06-23 02:56:35
COMM_007443,食品,买的面包口感极佳，甜度适中，没有添加剂，吃着很放心！,1704904546,USER_82C4D995,18-25,女,兰州,正面,2024-01-11 00:35:46
COMM_007943,美妆,睫毛膏的质地很粗糙，不容易推开，还有刺鼻的味道，不推荐！,1724455775,USER_79D098B0,36-45,女,太原,负面,2024-08-24 07:29:35
COMM_009536,美妆,买的眼影盘显色度超高，持久不脱妆，性价比也很高，会无限回购！,1755658533,USER_F59D423B,36-45,女,沈阳,正面,2025-08-20 10:55:33
COMM_002787,服装,外套的设计感十足，搭配什么都好看，质量也特别好，会回购！,1745465722,USER_A070FEF6,55+,女,天津,正面,2025-04-24 11:35:22
COMM_008078,美妆,粉底液的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1720986611,USER_784B7C88,18-25,未知,宁波,正面,2024-07-15 03:50:11
COMM_003358,服装,买的连衣裙尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1724369222,USER_9BF0203F,18-25,未知,西宁,正面,2024-08-23 07:27:02
COMM_005788,食品,坚果礼盒的食材还算新鲜，味道中规中矩，性价比一般。,1723211897,USER_150F7521,26-35,男,兰州,中性,2024-08-09 21:58:17
COMM_008641,美妆,粉底液的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1745030713,USER_BA677355,36-45,未知,广州,正面,2025-04-19 10:45:13
COMM_000026,电子产品,鼠标的使用体验一般，续航和性能都处于平均水平，符合这个价位。,1744387293,USER_8F5DE324,36-45,女,无锡,中性,2025-04-12 00:01:33
COMM_001789,电子产品,无线耳机的质量有问题，刚收到就发现接口松动，联系客服还推诿，体验极差！,1745115383,USER_951E230C,46-55,未知,合肥,负面,2025-04-20 10:16:23
COMM_008838,美妆,眼影盘的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1752205345,USER_BF56CD5B,36-45,未知,长沙,正面,2025-07-11 11:42:25
COMM_006503,食品,巧克力的食材还算新鲜，味道中规中矩，性价比一般。,1758444705,USER_E1119EC1,18-25,未知,广州,中性,2025-09-21 16:51:45
COMM_008007,美妆,这款散粉太难用了！上妆卡粉严重，持妆时间超短，差评！,1760849419,USER_41DBDF7C,36-45,未知,重庆,负面,2025-10-19 12:50:19
COMM_001038,电子产品,充电宝的外观设计简约大气，配置也很高，物流还快，购物体验满分！,1706132331,USER_EC8A1ADD,36-45,女,深圳,正面,2024-01-25 05:38:51
COMM_007538,美妆,遮瑕膏的质地还可以，但显色度一般，整体性价比中等。,1709408342,USER_1175F7D2,18-25,未知,海口,中性,2024-03-03 03:39:02
COMM_008766,美妆,眼影盘的成分很安全，敏感肌用着也没问题，效果超出预期！,1736722042,USER_21C13FDE,36-45,女,太原,正面,2025-01-13 06:47:22
COMM_005202,食品,牛奶的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1731473092,USER_BE3F682D,18-25,未知,贵阳,正面,2024-11-13 12:44:52
COMM_000784,电子产品,音箱的售后态度太差了，出了问题根本不解决，避雷这款产品！,1708120373,USER_A08AE10C,18-25,未知,西宁,负面,2024-02-17 05:52:53
COMM_003894,服装,毛衣的设计感十足，搭配什么都好看，质量也特别好，会回购！,1709486071,USER_634B1A9D,26-35,未知,兰州,正面,2024-03-04 01:14:31
COMM_004576,服装,这款T恤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1721609937,USER_971CD3D4,55+,女,石家庄,正面,2024-07-22 08:58:57
COMM_003056,服装,T恤的做工一般，没有特别好也没有特别差，符合这个价格。,1752782652,USER_29671E2C,18-25,女,郑州,中性,2025-07-18 04:04:12
COMM_005014,食品,这款巧克力太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1729201282,USER_754251B7,26-35,未知,兰州,正面,2024-10-18 05:41:22
COMM_009710,美妆,睫毛膏的质地超细腻，用起来很舒服，没有刺激感，效果超棒！,1745279610,USER_C092F22F,55+,未知,长沙,正面,2025-04-22 07:53:30
COMM_001990,电子产品,这款投影仪性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1710722470,USER_542785D6,36-45,女,厦门,正面,2024-03-18 08:41:10
COMM_001826,电子产品,买了智能手机用了一段时间，优点是使用方便，缺点是包装简陋，整体尚可。,1744290903,USER_F2683F8E,55+,男,拉萨,中性,2025-04-10 21:15:03
COMM_001170,电子产品,音箱的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1737875468,USER_65C137B6,18-25,女,南宁,负面,2025-01-26 15:11:08
COMM_002073,电子产品,充电宝的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1731224309,USER_C2307857,26-35,未知,济南,正面,2024-11-10 15:38:29
COMM_009890,美妆,隔离霜的成分很安全，敏感肌用着也没问题，效果超出预期！,1728288894,USER_22B684EF,18-25,男,南昌,正面,2024-10-07 16:14:54
COMM_002048,电子产品,这款蓝牙耳机太坑了！用了没几天就卡得不行，续航也差，完全不值这个价！,1730176898,USER_7D18F5B4,46-55,男,哈尔滨,负面,2024-10-29 12:41:38
COMM_002343,电子产品,这款投影仪太坑了！用了没几天就卡得不行，续航也差，完全不值这个价！,1723846376,USER_DA5B7EA4,46-55,未知,东莞,负面,2024-08-17 06:12:56
COMM_005074,食品,巧克力的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1716634697,USER_F83D647E,55+,未知,合肥,正面,2024-05-25 18:58:17
COMM_003735,服装,这款衬衫面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1735263173,USER_F8A04967,36-45,女,北京,正面,2024-12-27 09:32:53
COMM_005337,食品,火腿肠的保质期新鲜，口感酥脆，味道正宗，比实体店买的还好吃！,1709796265,USER_BDDD8E67,18-25,男,郑州,正面,2024-03-07 15:24:25
COMM_002847,服装,买的半身裙线头超多，做工粗糙，颜色和图片相差太大，完全不值！,1747195936,USER_EE2923CD,18-25,男,上海,负面,2025-05-14 12:12:16
COMM_008271,美妆,唇釉的质地还可以，但显色度一般，整体性价比中等。,1752640875,USER_5D7734AE,26-35,男,南京,中性,2025-07-16 12:41:15
COMM_008079,美妆,腮红的质地很粗糙，不容易推开，还有刺鼻的味道，不推荐！,1723348732,USER_BB5E3946,46-55,未知,无锡,负面,2024-08-11 11:58:52
COMM_009052,美妆,这款口红太好用了！上妆服帖，持妆超久，效果特别自然，爱了！,1718865810,USER_F7892AD8,26-35,女,南宁,正面,2024-06-20 14:43:30
COMM_007605,美妆,眉笔的效果和宣传差太多，卡粉严重，还闷痘，太失望了！,1743771418,USER_7E929757,55+,男,银川,负面,2025-04-04 20:56:58
COMM_003694,服装,运动裤的设计感十足，搭配什么都好看，质量也特别好，会回购！,1718272124,USER_D6952128,26-35,男,重庆,正面,2024-06-13 17:48:44
COMM_003199,服装,连衣裙的尺码严重不准，而且掉色严重，洗了一次就没法穿了，避雷！,1713041873,USER_0F96BD8C,46-55,女,北京,负面,2024-04-14 04:57:53
COMM_002781,服装,买的衬衫尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1708111972,USER_38C8688D,18-25,未知,拉萨,正面,2024-02-17 03:32:52
COMM_000244,电子产品,平板电脑的售后态度太差了，出了问题根本不解决，避雷这款产品！,1760686038,USER_46320D67,55+,未知,合肥,负面,2025-10-17 15:27:18
COMM_008455,美妆,口红的使用感还行，容易推开，但持妆时间不长，符合预期。,1756627355,USER_409449AE,46-55,未知,西安,中性,2025-08-31 16:02:35
COMM_009989,美妆,眼影盘的成分很安全，敏感肌用着也没问题，效果超出预期！,1735291268,USER_7B1E6983,18-25,男,哈尔滨,正面,2024-12-27 17:21:08
COMM_007942,美妆,买的眉笔显色度超高，持久不脱妆，性价比也很高，会无限回购！,1732591311,USER_A9C7FAE1,46-55,女,宁波,正面,2024-11-26 11:21:51
COMM_007546,美妆,睫毛膏的质地还可以，但显色度一般，整体性价比中等。,1735533108,USER_AAE583F7,26-35,女,沈阳,中性,2024-12-30 12:31:48
COMM_001893,电子产品,这款笔记本电脑性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1730264594,USER_932E0FE5,36-45,女,东莞,正面,2024-10-30 13:03:14
COMM_003296,服装,这款T恤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1750405294,USER_13712A85,36-45,男,重庆,正面,2025-06-20 15:41:34
COMM_003003,服装,毛衣的版型设计有问题，穿着特别别扭，质量也不行，不推荐！,1727539368,USER_04058FF3,55+,女,温州,负面,2024-09-29 00:02:48
COMM_008468,美妆,买的眼影盘显色度极差，还容易脱妆，完全不值这个价，后悔了！,1732275427,USER_068045FA,55+,未知,大连,负面,2024-11-22 19:37:07
COMM_001678,电子产品,智能手表的外观设计简约大气，配置也很高，物流还快，购物体验满分！,1707590310,USER_65229F36,36-45,男,昆明,正面,2024-02-11 02:38:30
COMM_006609,食品,这款饼干太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1712806205,USER_2064890D,18-25,女,温州,正面,2024-04-11 11:30:05
COMM_008402,美妆,买的睫毛膏显色度超高，持久不脱妆，性价比也很高，会无限回购！,1738643938,USER_4AB5D74D,18-25,未知,石家庄,正面,2025-02-04 12:38:58
COMM_000298,电子产品,对比了好几款最终选了这款智能手表，果然没选错，使用感超棒，售后也很贴心！,1735182844,USER_1FC5D20F,55+,女,天津,正面,2024-12-26 11:14:04
COMM_005856,食品,坚果礼盒的包装漏了，里面的东西都洒了，联系客服也不处理，避雷！,1719173911,USER_6430E630,18-25,女,杭州,负面,2024-06-24 04:18:31
COMM_005474,食品,巧克力的包装漏了，里面的东西都洒了，联系客服也不处理，避雷！,1705774448,USER_757AE6FF,36-45,男,长沙,负面,2024-01-21 02:14:08
COMM_009359,美妆,买了眉笔用了一下，优点是售后好，缺点是售后差，整体尚可。,1750791632,USER_F17E230C,46-55,女,成都,中性,2025-06-25 03:00:32
COMM_009258,美妆,散粉的成分很安全，敏感肌用着也没问题，效果超出预期！,1729784833,USER_A2949136,46-55,男,拉萨,正面,2024-10-24 23:47:13
COMM_002704,服装,这款卫衣质量太差了！面料粗糙，版型也不好，穿上特别显胖，差评！,1759153073,USER_F59CEF47,55+,男,呼和浩特,负面,2025-09-29 21:37:53
COMM_003185,服装,这款短裤面料超舒服，版型也超正，穿上特别显身材，性价比超高！,1748848326,USER_4ED5BA3F,26-35,女,青岛,正面,2025-06-02 15:12:06
COMM_004672,服装,买的卫衣尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1722287672,USER_3EFE6CDC,46-55,未知,南宁,正面,2024-07-30 05:14:32
COMM_005583,食品,薯片的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1734080042,USER_D8AB5AEE,36-45,未知,苏州,正面,2024-12-13 16:54:02
COMM_009230,美妆,买的口红显色度超高，持久不脱妆，性价比也很高，会无限回购！,1726293303,USER_62898D0F,46-55,未知,广州,正面,2024-09-14 13:55:03
COMM_004369,服装,毛衣的设计感十足，搭配什么都好看，质量也特别好，会回购！,1759383608,USER_F4279D41,55+,未知,长春,正面,2025-10-02 13:40:08
COMM_003157,服装,买的牛仔裤尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1738144592,USER_A0581D36,36-45,男,成都,正面,2025-01-29 17:56:32
COMM_005800,食品,坚果礼盒的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1707645928,USER_DBC627FD,18-25,男,哈尔滨,正面,2024-02-11 18:05:28
COMM_000749,电子产品,智能手机的实际体验和宣传差太多，卡顿严重，电池掉电快，差评！,1730011280,USER_3E03B662,26-35,女,海口,负面,2024-10-27 14:41:20
COMM_006206,食品,辣条的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1738394233,USER_B1F7BF80,36-45,未知,济南,正面,2025-02-01 15:17:13
COMM_004681,服装,衬衫的做工特别精细，没有多余的线头，颜色和图片一致，超喜欢！,1738046652,USER_632D513A,18-25,女,昆明,正面,2025-01-28 14:44:12
COMM_004544,服装,衬衫的材质柔软透气，穿着特别舒服，款式也很时尚，太满意了！,1740510833,USER_B6A56BFF,55+,女,青岛,正面,2025-02-26 03:13:53
COMM_005552,食品,坚果礼盒的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1759144661,USER_F43AC6BB,18-25,女,西宁,正面,2025-09-29 19:17:41
COMM_006320,食品,巧克力的食材很新鲜，味道特别好，包装也很严实，性价比超高！,1704603750,USER_D4FCD963,18-25,女,南京,正面,2024-01-07 13:02:30
COMM_008365,美妆,这款散粉整体还行，上妆效果一般，持妆时间处于平均水平。,1749658605,USER_A270DC92,46-55,男,乌鲁木齐,中性,2025-06-12 00:16:45
COMM_002025,电子产品,智能手表的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1756738316,USER_E325B690,26-35,未知,深圳,正面,2025-09-01 22:51:56
COMM_001940,电子产品,蓝牙耳机的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1761740817,USER_72E096A3,36-45,男,南京,正面,2025-10-29 20:26:57
COMM_005732,食品,面包的食材不新鲜，吃起来有异味，包装也破损了，太失望了！,1756635340,USER_D2F6EE3F,36-45,男,成都,负面,2025-08-31 18:15:40
COMM_004532,服装,衬衫的版型设计有问题，穿着特别别扭，质量也不行，不推荐！,1730980219,USER_E3987968,18-25,未知,温州,负面,2024-11-07 19:50:19
COMM_002327,电子产品,投影仪的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1753367087,USER_244CB36B,36-45,男,西安,正面,2025-07-24 22:24:47
COMM_006736,食品,买的巧克力口感极佳，甜度适中，没有添加剂，吃着很放心！,1725561553,USER_BF750A37,55+,男,合肥,正面,2024-09-06 02:39:13
COMM_009067,美妆,这款眼影盘太难用了！上妆卡粉严重，持妆时间超短，差评！,1752925915,USER_5333EB08,46-55,未知,拉萨,负面,2025-07-19 19:51:55
COMM_006084,食品,这款酸奶太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1730156409,USER_098D5616,26-35,未知,乌鲁木齐,正面,2024-10-29 07:00:09
COMM_006734,食品,这款酸奶太好吃了！口感超棒，味道正宗，分量也很足，会回购！,1718737199,USER_883EE3BE,36-45,男,银川,正面,2024-06-19 02:59:59
COMM_001148,电子产品,笔记本电脑的外观设计简约大气，配置也很高，物流还快，购物体验满分！,1749435664,USER_8ED736B3,36-45,男,贵阳,正面,2025-06-09 10:21:04
COMM_009372,美妆,买了眉笔用了一下，优点是价格实惠，缺点是包装简陋，整体尚可。,1711062303,USER_C08CFADD,18-25,女,东莞,中性,2024-03-22 07:05:03
COMM_001339,电子产品,笔记本电脑的做工非常精细，使用体验极佳，完全超出我的期待，值得推荐！,1749118673,USER_A332ECBD,55+,女,西宁,正面,2025-06-05 18:17:53
COMM_003419,服装,牛仔裤的面料特别硬，穿着很不舒服，还起球，后悔买了！,1717217470,USER_80F53E81,46-55,未知,青岛,负面,2024-06-01 12:51:10
COMM_007187,食品,火腿肠的分量还可以，但味道有点淡，整体符合预期。,1744593953,USER_E70CBC3D,26-35,未知,西宁,中性,2025-04-14 09:25:53
COMM_002898,服装,T恤的设计感十足，搭配什么都好看，质量也特别好，会回购！,1754219071,USER_AC908AE9,36-45,女,无锡,正面,2025-08-03 19:04:31
COMM_001285,电子产品,这款投影仪整体还行，性能中规中矩，没有特别惊艳也没有明显缺点。,1712310431,USER_D4049230,18-25,男,昆明,中性,2024-04-05 17:47:11
COMM_003549,服装,牛仔裤的尺码严重不准，而且掉色严重，洗了一次就没法穿了，避雷！,1743019476,USER_B203276F,36-45,未知,东莞,负面,2025-03-27 04:04:36
COMM_008773,美妆,买的口红显色度超高，持久不脱妆，性价比也很高，会无限回购！,1721583817,USER_F867A84D,55+,未知,苏州,正面,2024-07-22 01:43:37
COMM_006227,食品,买的薯片口感极佳，甜度适中，没有添加剂，吃着很放心！,1734430953,USER_0E2D1C06,26-35,女,苏州,正面,2024-12-17 18:22:33
COMM_002595,服装,T恤的尺码严重不准，而且掉色严重，洗了一次就没法穿了，避雷！,1751159626,USER_3E56CB12,26-35,未知,哈尔滨,负面,2025-06-29 09:13:46
COMM_006886,食品,面包的味道太赞了，家人都很喜欢，包装也很精美，送礼也合适！,1727640258,USER_D802B34C,18-25,未知,西宁,正面,2024-09-30 04:04:18
COMM_002634,服装,买的半身裙尺码很准，穿着很舒服，洗了也没有掉色变形，值得购买！,1710497914,USER_3602580C,18-25,未知,拉萨,正面,2024-03-15 18:18:34
COMM_001736,电子产品,这款投影仪性能太赞了！运行速度超快，续航也比预期的好，性价比拉满！,1730211669,USER_0913B01D,18-25,男,长沙,正面,2024-10-29 22:21:09
COMM_002256,电子产品,鼠标的功能基本能满足需求，没有特别突出的点，也没有大问题。,1706449393,USER_2CDB8856,26-35,未知,太原,中性,2024-01-28 21:43:13
COMM_004414,服装,买了半身裙试穿了一下，优点是物流快，缺点是续航短，整体还行。,1730163396,USER_B887E5CE,55+,未知,贵阳,中性,2024-10-29 08:56:36
COMM_005268,食品,方便面的包装漏了，里面的东西都洒了，联系客服也不处理，避雷！,1733352217,USER_34028488,36-45,未知,石家庄,负面,2024-12-05 06:43:37
COMM_009272,美妆,唇釉的使用感超棒，容易推开，不卡粉，效果自然，太满意了！,1752066369,USER_7C17CD0E,26-35,女,贵阳,正面,2025-07-09 21:06:09
COMM_001744,电子产品,智能手表的功能基本能满足需求，没有特别突出的点，也没有大问题。,1746220350,USER_3B3B9497,26-35,女,西宁,中性,2025-05-03 05:12:30
COMM_005010,食品,买的坚果礼盒分量严重不足，味道也很一般，完全不值这个价！,1744434885,USER_22C28148,18-25,女,郑州,负面,2025-04-12 13:14:45
