event_name,event_date,person_a,person_b,interact_type,duration
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人096,人039,小组讨论,7
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人072,人082,跨组请教,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人011,人034,合作演示,30
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人024,人002,小组讨论,30
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人096,人030,小组讨论,25
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人027,人039,小组讨论,24
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人072,人042,小组讨论,26
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人004,人029,小组讨论,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人052,人024,小组讨论,12
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人072,人094,小组讨论,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人014,人002,小组讨论,8
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人021,人034,小组讨论,27
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人039,人001,小组讨论,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人052,人096,小组讨论,20
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人034,人097,小组讨论,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人024,人023,小组讨论,22
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人096,人097,小组讨论,27
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人097,人023,小组讨论,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人021,人072,小组讨论,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人029,人025,跨组请教,10
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人056,人062,小组讨论,10
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人082,人030,小组讨论,24
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人097,人029,跨组请教,14
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人036,人011,跨组请教,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人081,人025,小组讨论,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人042,人021,跨组请教,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人001,人023,小组讨论,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人030,人034,小组讨论,23
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人036,人014,小组讨论,6
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人030,人097,小组讨论,13
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人001,人029,小组讨论,9
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人056,人027,小组讨论,19
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人024,人014,小组讨论,19
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人023,人006,跨组请教,26
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人025,人002,小组讨论,26
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人062,人056,小组讨论,7
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人082,人018,跨组请教,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人014,人062,小组讨论,30
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人002,人027,小组讨论,23
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人023,人018,跨组请教,9
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人020,人018,小组讨论,20
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人027,人018,小组讨论,10
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人021,人020,小组讨论,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人052,人072,小组讨论,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人094,人096,小组讨论,29
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人036,人029,小组讨论,29
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人096,人034,合作演示,12
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人018,人082,跨组请教,7
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人006,人036,跨组请教,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人018,人023,小组讨论,28
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人042,人069,跨组请教,11
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人006,人094,合作演示,18
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人062,人094,小组讨论,23
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人062,人020,合作演示,13
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人039,人025,合作演示,14
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人011,人021,小组讨论,8
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人011,人096,小组讨论,19
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人006,人081,合作演示,29
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人006,人097,小组讨论,5
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人036,人030,小组讨论,22
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人039,人018,小组讨论,27
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人004,人021,小组讨论,23
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人082,人072,小组讨论,10
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人081,人004,小组讨论,30
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人018,人006,跨组请教,22
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人021,人094,跨组请教,21
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人042,人023,跨组请教,17
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人018,人081,合作演示,13
人工智能社学术沙龙第1期,2025-11-15 15:00:00.049772,人014,人018,合作演示,12
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人025,人018,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人065,小组讨论,19
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人046,人071,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人091,人063,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人072,人071,合作演示,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人094,人061,小组讨论,15
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人015,人042,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人090,人087,跨组请教,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人011,人086,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人017,人069,小组讨论,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人059,跨组请教,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人009,人042,跨组请教,14
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人046,人009,小组讨论,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人044,人096,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人048,跨组请教,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人011,人071,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人034,人072,小组讨论,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人072,小组讨论,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人023,人085,跨组请教,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人009,人094,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人091,人048,小组讨论,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人019,人069,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人017,小组讨论,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人042,人032,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人065,跨组请教,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人091,人009,跨组请教,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人028,合作演示,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人043,人093,跨组请教,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人071,人042,跨组请教,24
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人002,人087,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人090,人091,跨组请教,14
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人090,人094,合作演示,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人086,人077,跨组请教,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人062,小组讨论,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人005,人063,跨组请教,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人085,人069,合作演示,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人048,人024,小组讨论,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人088,人074,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人050,跨组请教,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人034,人053,合作演示,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人087,小组讨论,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人069,人045,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人085,小组讨论,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人065,人015,跨组请教,19
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人008,人077,跨组请教,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人050,人090,小组讨论,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人063,人023,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人043,人072,合作演示,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人034,人003,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人011,跨组请教,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人035,人089,小组讨论,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人009,人062,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人088,人017,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人094,人036,跨组请教,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人011,跨组请教,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人023,人030,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人085,人072,小组讨论,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人043,人024,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人059,人096,跨组请教,15
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人046,人065,跨组请教,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人077,人070,跨组请教,10
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人046,人050,跨组请教,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人065,人024,小组讨论,24
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人042,人094,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人010,人091,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人086,人097,小组讨论,5
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人028,人096,合作演示,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人089,小组讨论,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人039,人093,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人085,人044,合作演示,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人036,人062,跨组请教,15
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人018,人025,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人070,人018,小组讨论,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人010,人033,小组讨论,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人048,人086,小组讨论,5
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人044,人071,小组讨论,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人072,人002,跨组请教,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人008,人069,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人053,人096,小组讨论,15
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人094,人003,跨组请教,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人050,人086,跨组请教,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人053,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人035,人017,跨组请教,10
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人034,人032,小组讨论,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人017,人002,合作演示,19
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人088,人034,跨组请教,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人024,人039,小组讨论,24
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人027,人061,小组讨论,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人043,人028,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人044,人086,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人039,人083,小组讨论,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人033,小组讨论,12
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人086,人091,跨组请教,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人065,人035,合作演示,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人018,人015,小组讨论,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人074,人043,小组讨论,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人002,合作演示,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人018,人044,小组讨论,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人043,人093,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人030,人027,合作演示,7
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人085,人003,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人011,人005,小组讨论,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人063,人097,合作演示,5
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人053,人083,小组讨论,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人072,人074,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人088,人069,小组讨论,15
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人019,人063,小组讨论,12
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人071,人061,小组讨论,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人069,人014,小组讨论,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人002,人071,跨组请教,19
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人048,人050,合作演示,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人087,人033,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人077,人015,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人094,人044,小组讨论,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人032,人003,小组讨论,24
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人089,人059,跨组请教,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人008,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人045,人035,小组讨论,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人005,小组讨论,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人071,人035,小组讨论,22
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人045,人090,小组讨论,14
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人052,人091,小组讨论,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人089,人043,小组讨论,9
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人071,人039,小组讨论,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人081,跨组请教,6
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人017,人089,跨组请教,10
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人009,人061,跨组请教,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人070,人085,跨组请教,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人088,人005,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人077,人090,小组讨论,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人087,人072,跨组请教,10
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人003,人063,小组讨论,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人059,人087,合作演示,17
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人027,人048,跨组请教,30
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人070,人088,小组讨论,6
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人025,人065,跨组请教,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人083,人053,小组讨论,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人014,人046,小组讨论,10
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人061,人094,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人015,人028,小组讨论,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人096,人034,小组讨论,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人045,人014,小组讨论,16
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人077,人024,小组讨论,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人045,人015,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人083,人088,小组讨论,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人045,人081,小组讨论,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人024,人028,合作演示,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人087,人093,小组讨论,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人044,人009,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人005,人014,小组讨论,6
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人003,人081,合作演示,28
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人003,小组讨论,20
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人093,人077,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人089,人032,小组讨论,23
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人025,人027,小组讨论,29
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人061,人046,跨组请教,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人023,人061,跨组请教,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人010,人005,跨组请教,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人086,人072,小组讨论,25
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人028,人053,小组讨论,12
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人032,人009,合作演示,27
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人028,人019,跨组请教,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人005,小组讨论,8
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人005,人059,跨组请教,5
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人027,人062,小组讨论,14
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人077,人059,跨组请教,21
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人027,人050,合作演示,11
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人005,人032,合作演示,26
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人062,人018,小组讨论,18
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人050,人062,小组讨论,13
人工智能社学术沙龙第2期,2025-08-25 14:00:00.050814,人033,人030,小组讨论,22
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人061,人083,小组讨论,7
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人090,人012,小组讨论,30
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人016,人012,小组讨论,24
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人053,人025,跨组请教,7
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人098,人015,小组讨论,13
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人053,人086,小组讨论,23
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人037,人049,小组讨论,16
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人016,人032,跨组请教,26
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人037,人015,小组讨论,13
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人061,人034,跨组请教,15
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人015,人019,小组讨论,19
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人064,人078,小组讨论,27
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人029,人069,跨组请教,22
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人056,人057,小组讨论,180
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人040,人016,小组讨论,17
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人069,人018,小组讨论,29
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人049,人056,小组讨论,29
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人018,人058,小组讨论,11
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人010,人057,跨组请教,27
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人032,人090,小组讨论,16
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人016,人049,跨组请教,28
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人038,人098,小组讨论,7
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人018,人086,小组讨论,12
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人016,人049,跨组请教,16
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人029,人090,小组讨论,29
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人053,人016,跨组请教,27
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人069,人015,小组讨论,19
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人010,人016,小组讨论,10
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人069,人053,小组讨论,30
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人004,人053,小组讨论,27
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人086,人038,跨组请教,20
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人004,人078,小组讨论,17
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人029,人064,小组讨论,27
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人034,人004,小组讨论,26
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人069,人029,小组讨论,26
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人078,人038,小组讨论,10
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人049,人083,小组讨论,30
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人015,人083,小组讨论,23
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人004,人034,跨组请教,26
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人066,人061,小组讨论,7
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人040,人038,小组讨论,28
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人019,人025,跨组请教,30
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人039,人025,小组讨论,12
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人049,人058,小组讨论,13
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人056,人004,跨组请教,26
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人029,人038,小组讨论,18
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人019,人057,小组讨论,8
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人024,人004,小组讨论,20
人工智能社学术沙龙第3期,2025-10-20 14:00:00.051816,人024,人016,小组讨论,16
